,Job Title,Company,Experience,Salary,Requirements,Link
905,Программист-Консультант 1С (самописная конфигурация),ТехноНИКОЛЬ,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107150009?hhtmFrom=vacancy_search_list
906,Senior/Middle DevOps инженер,ТОО Bilim Land (Bilim Media Group),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107028954?hhtmFrom=vacancy_search_list
907,Программист 1С,"НГСК КазСтройСервис, АО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107138804?hhtmFrom=vacancy_search_list
908,Supervisor Business intelligence (FlyArystan Department),"AIR ASTANA, АО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107600727?hhtmFrom=vacancy_search_list
909,Tech Lead (Senior Backend Developer - Java),ЧК ALIF ISLAMIC BANK LTD.,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108254285?hhtmFrom=vacancy_search_list
910,Senior DevOps,ТОО Halyk Finservice,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107675419?hhtmFrom=vacancy_search_list
911,Бизнес-аналитик,1С:Франчайзинг Ваниев,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108310067?hhtmFrom=vacancy_search_list
912,Fundraising Manager,Учреждение SDU University,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108446788?hhtmFrom=vacancy_search_list
913,Senior java разработчик,ТОО Magnum E-commerce Kazakhstan,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107698565?hhtmFrom=vacancy_search_list
914,Разработчик CRM Creatio,АО Жилищный строительный сберегательный банк Отбасы банк,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106679334?hhtmFrom=vacancy_search_list
915,Cloud Fulfillment Business Analyst,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107296682?hhtmFrom=vacancy_search_list
916,Архитектор ИТ инфраструктуры (Голосовые боты),ООО ИнтеллектДиалог,Опыт 3-6 лет,100 000 – 200 000 ₽ на руки,Not specified,https://almaty.hh.kz/vacancy/108143936?hhtmFrom=vacancy_search_list
917,Tax Operational Data Specialist,ТОО EY (Ernst & Young),Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107995899?hhtmFrom=vacancy_search_list
918,Business Analyst ERP (финансовый стрим),ТОО Неткрэкер Текнолоджи Казахстан,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107871661?hhtmFrom=vacancy_search_list
919,1С разработчик,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107934894?hhtmFrom=vacancy_search_list
920,GO Developer (Middle+),Частная компания “Automated Communication Solutions Ltd.”,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107903089?hhtmFrom=vacancy_search_list
921,Fullstack разработчика (Next.js + Strapi or Django),Частная компания Akhter Studios Ltd.,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108065550?hhtmFrom=vacancy_search_list
922,Аналитик (финансовый департамент),ТОО Корпорация управления бизнесом (КУБ),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107861223?hhtmFrom=vacancy_search_list
923,Release Manager (Customer Assurance),ТОО Неткрэкер Текнолоджи Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108678748?hhtmFrom=vacancy_search_list
924,Консультант 1С (ERP и самописная конфигурация),ТехноНИКОЛЬ,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107717341?hhtmFrom=vacancy_search_list
925,Middle QA Automation Engineer,ООО Ре-Сим,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107148620?hhtmFrom=vacancy_search_list
926,Lecturers at Business School (PhD& MA),Учреждение SDU University,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108233219?hhtmFrom=vacancy_search_list
927,"Team Lead (vue js, в офис)",ТОО NLS Kazakhstan,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108092353?hhtmFrom=vacancy_search_list
928,Разработчик CRM Creatio,ТОО Моторная компания Астана-Моторс,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108074132?hhtmFrom=vacancy_search_list
929,Старший инженер VAS платформ,АО Kcell,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107610298?hhtmFrom=vacancy_search_list
930,Преподаватель курса Аналитика данных/Data analyst,ТОО JustCode,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107851854?hhtmFrom=vacancy_search_list
931,Senior Python developer,ООО Ре-Сим,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107200634?hhtmFrom=vacancy_search_list
932,Инженер-программист,ТОО Микрофинансовая организация Азиатский Кредитный Фонд,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107782470?hhtmFrom=vacancy_search_list
933,BI Developer,ТОО Autodoc Group (Автодок Казахстан),Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107943510?hhtmFrom=vacancy_search_list
934,Backend Node.js Developer,Частная компания “Automated Communication Solutions Ltd.”,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107684008?hhtmFrom=vacancy_search_list
935,C# Продакт Разработчик Трейдинг (Удаленно),LATOKEN,Опыт 3-6 лет,150 000 – 300 000 ₽ на руки,Not specified,https://almaty.hh.kz/vacancy/106834041?hhtmFrom=vacancy_search_list
936,"Senior Java Developer, AWS",COMTEK Inc.,Опыт более 6&nbsp;лет,5 000 – 6 000 $ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/107751368?hhtmFrom=vacancy_search_list
937,PHP Developer,Andersen,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108398793?hhtmFrom=vacancy_search_list
938,Инженер направления IDM (Pre-Sale инженер),ТОО SUCCESS INITIATIVE GROUP(SIG),Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/102847140?hhtmFrom=vacancy_search_list
939,Golang Developer,Andersen,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108305090?hhtmFrom=vacancy_search_list
940,DevOps инженер,ТОО G5EN KAZ,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107833145?hhtmFrom=vacancy_search_list
941,Программист 1С,ТОО Центр Красоты и Здоровья НикОль,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/106875711?hhtmFrom=vacancy_search_list
942,Эксперт Отдела эксплуатации IP сети (магистральная и сеть Metro Ethernet),"Beeline, ТМ",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107930565?hhtmFrom=vacancy_search_list
943,Senior python developer,ЧК ITS PARTNER LTD.,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108410948?hhtmFrom=vacancy_search_list
944,DevOps Engineer,Частная компания Global DTC Kazakhstan,Опыт 3-6 лет,от 1 000 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107701498?hhtmFrom=vacancy_search_list
945,Ruby on Rails Senior Developer,Itransition,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/101804942?hhtmFrom=vacancy_search_list
946,Team Lead Frontend Vue.js (в офис),ТОО NLS Kazakhstan,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107522185?hhtmFrom=vacancy_search_list
947,Consultant (Microsoft Dynamics 365 Sales \ CRM),Itransition,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/97252797?hhtmFrom=vacancy_search_list
948,Ruby Developer,Andersen,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108433342?hhtmFrom=vacancy_search_list
949,Старший эксперт по развитию серверных платформ и облачных решений,"Beeline, ТМ",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107930680?hhtmFrom=vacancy_search_list
950,Моделист (разработка скор карт),"Евразийский банк, АО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107979718?hhtmFrom=vacancy_search_list
951,Middle/Senior QA Testing automation specialist,ТОО QOMEK KAZAKHSTAN (КОМЕК КАЗАХСТАН),Опыт 1-3 года,от 600 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108184802?hhtmFrom=vacancy_search_list
952,Аналитик,ТОО Коллекторское агентство Бустэр,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/104700656?hhtmFrom=vacancy_search_list
953,Senior Data Scientist,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/106792167?hhtmFrom=vacancy_search_list
954,Senior Java Full Stack Engineer,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/104460120?hhtmFrom=vacancy_search_list
955,Senior DevOps инженер,ТОО One technologies,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108013227?hhtmFrom=vacancy_search_list
956,System analyst,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107752865?hhtmFrom=vacancy_search_list
957,Программист 1С,ТОО Сейф-ломбард,Опыт 3-6 лет,от 400 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107486530?hhtmFrom=vacancy_search_list
958,Senior Go Developer,ТОО One technologies,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108007802?hhtmFrom=vacancy_search_list
959,Director of Engineering,ТОО Playrix,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/92694381?hhtmFrom=vacancy_search_list
960,Специалист по анализу данных/ML инженер,ТОО  KAZ MINERALS.BOZSHAKOL,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107668817?hhtmFrom=vacancy_search_list
961,Senior Java Developer,Финансовый сервис О!Деньги (ОсОО Грин Телеком Сервис),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108162782?hhtmFrom=vacancy_search_list
962,Senior Engineering Manager,ТОО Playrix,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/106250529?hhtmFrom=vacancy_search_list
963,1С Разработчик (в офис),ТОО NLS Kazakhstan,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/102895029?hhtmFrom=vacancy_search_list
964,Senior Web Python Cloud Engineer,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108483448?hhtmFrom=vacancy_search_list
965,Специалист поддержки клиентов со знанием Таджикского языка,ТОО Telecontact,Без опыта,260 000 – 300 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108346813?hhtmFrom=vacancy_search_list
966,Аналитик по локализации и продукту (завод по производству автокомпонентов),ТОО Astana Motors Engineering,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107846894?hhtmFrom=vacancy_search_list
967,Java Developer (Middle/Senior),АО МФО ОнлайнКазФинанс (ТМ Solva),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107521793?hhtmFrom=vacancy_search_list
968,Business Analyst ERP,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106667248?hhtmFrom=vacancy_search_list
969,Pre-Sales Engineer,ТОО ХЕДТЕКНОЛОДЖИ ГРУП,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107864280?hhtmFrom=vacancy_search_list
970,Lead Full Stack Developer (Node.js+React),Andersen,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108523861?hhtmFrom=vacancy_search_list
971,Senior Machine Learning Engineer,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/104460595?hhtmFrom=vacancy_search_list
972,Senior Java Developer,ТОО ProsperPay,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107562337?hhtmFrom=vacancy_search_list
973,Senior Data Software Engineer (Big Data),"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/106792187?hhtmFrom=vacancy_search_list
974,Ruby on Rails Middle Developer,Itransition,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/92896105?hhtmFrom=vacancy_search_list
975,Senior/Mid Cloud SRE,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106653830?hhtmFrom=vacancy_search_list
976,Специалист поддержки DCS,ТОО KAZ MINERALS.MANAGMENT,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108334484?hhtmFrom=vacancy_search_list
977,Java Sustaining Engineer (Java FX),ТОО БЭЛЛ ЛАБС (BELLSOFT),Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107870963?hhtmFrom=vacancy_search_list
978,"Бизнес-консультант SAP HCM уровня К1- первая линия поддержки, отдел технической поддержки SAP",АО АК Алтыналмас,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107505744?hhtmFrom=vacancy_search_list
979,Cloud Engineer,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/105478693?hhtmFrom=vacancy_search_list
980,Senior Cloud SRE,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/105478760?hhtmFrom=vacancy_search_list
981,Senior DevOps Engineer,Not specified,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107138401?hhtmFrom=vacancy_search_list
982,Senior QA Automation Engineer,ЧК ITS PARTNER LTD.,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108255036?hhtmFrom=vacancy_search_list
983,Главный специалист передачи данных промышленных сетей и DCS,ТОО  KAZ MINERALS.BOZSHAKOL,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108334543?hhtmFrom=vacancy_search_list
984,Senior/Mid DevOps Engineer,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/106653716?hhtmFrom=vacancy_search_list
985,Cloud Platform Lead,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/105678207?hhtmFrom=vacancy_search_list
986,System Architect,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/105677859?hhtmFrom=vacancy_search_list
987,Web разработчик / Frontend-Разработчик,ИП Жансай,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108848939?hhtmFrom=vacancy_search_list
988,Frontend-разработчик,ТОО Qamqor Kazakhstan,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108775877?hhtmFrom=vacancy_search_list
989,Стажер-разработчик,ИП Әзімбаев,Без опыта,50 000 – 100 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107759001?hhtmFrom=vacancy_search_list
990,JavaScript/React разработчик,ТОО ALMA INFORM PRESS,Без опыта,300 000 – 500 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108687926?hhtmFrom=vacancy_search_list
991,Junior Frontend developer (React),ИП AT Logistics,Опыт 1-3 года,50 000 – 150 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108785575?hhtmFrom=vacancy_search_list
992,Инженер технической поддержки,ТОО Смарткам,Опыт 3-6 лет,от 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107839450?hhtmFrom=vacancy_search_list
993,Web-программист - стажер,ТОО Autodata,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/108858682?hhtmFrom=vacancy_search_list
994,Junior Frontend Разработчик,ИП Левадний Сергей,Опыт 1-3 года,до 500 $ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108382300?hhtmFrom=vacancy_search_list
995,Аналитик данных,ТОО Центр информационных систем города Алматы,Опыт 3-6 лет,800 000 – 800 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108617541?hhtmFrom=vacancy_search_list
996,Младший системный аналитик/Junior System Analyst,ТОО TechWorks,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/107552807?hhtmFrom=vacancy_search_list
997,Инженер,"Казтелепорт, АО",Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/108312559?hhtmFrom=vacancy_search_list
998,Программист разработчик С# ASP.Net MVC,ИП Nursadi,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108585020?hhtmFrom=vacancy_search_list
999,Разработчик срм системы и ботов в телеграм,ИП Галцэн,Без опыта,250 000 – 350 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108655660?hhtmFrom=vacancy_search_list
1000,Системный администратор,ТОО Центральный плавательный бассейн,Опыт 3-6 лет,от 340 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108492494?hhtmFrom=vacancy_search_list
1001,Intern Java Developer,ТОО PanDev,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/107960731?hhtmFrom=vacancy_search_list
1002,"Помощник бухгалтера, Стажер бухгалтер-консультант по 1С",ТОО LC-Audit,Без опыта,100 000 – 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107918213?hhtmFrom=vacancy_search_list
1003,Backend-разработчик,ТОО FORYOU,Опыт 3-6 лет,300 000 – 600 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108313853?hhtmFrom=vacancy_search_list
1004,Junior Full Stack Developer (no-code / low-code),ООО Флайпика,Без опыта,от 600 $ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108750689?hhtmFrom=vacancy_search_list
1005,Инженер-программист АСУ ТП,ТОО Zeinet&SSE,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108470344?hhtmFrom=vacancy_search_list
1006,Технический специалист,ТОО AUDOO.QZ,Без опыта,до 250 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108773001?hhtmFrom=vacancy_search_list
1007,Системный администратор в Фитнес Клуб,ИП Насыров (UNIFLEX),Опыт 3-6 лет,140 000 – 250 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107664844?hhtmFrom=vacancy_search_list
1008,IT инженер,ФИЛИАЛ КОМПАНИИ TAV BİLİŞİM HİZMETLERİ ANONİМ ŞİRKETİ (ТАВ БИЛИШИМ ХИЗМЕТЛЕРИ АНОНИМ ШИРКЕТИ) В РЕСПУБЛИКЕ КАЗАХСТАН,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108591395?hhtmFrom=vacancy_search_list
1009,Тестировщик,ТОО Spark Логистика,Опыт 1-3 года,300 000 – 400 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/107632689?hhtmFrom=vacancy_search_list
1010,Системный администратор,ТОО 4TECH,Опыт 1-3 года,300 000 – 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107693381?hhtmFrom=vacancy_search_list
1011,Сетевой инженер,ТОО BigData Lab,Опыт 1-3 года,до 400 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108484994?hhtmFrom=vacancy_search_list
1012,Тестировщик ПО,ТОО InformConsulting,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107938348?hhtmFrom=vacancy_search_list
1013,Программист-разработчик PHP,ТОО Paloma365,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108588333?hhtmFrom=vacancy_search_list
1014,Разработчик коммерческих проектов на Angular,ТОО Alpha-Safety,Опыт 3-6 лет,800 000 – 1 800 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108649838?hhtmFrom=vacancy_search_list
1015,QA специалист (Проектная работа),ТОО Home Labs,Опыт 1-3 года,до 150 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/107842831?hhtmFrom=vacancy_search_list
1016,Специалист по внедрению искусственного интеллекта в бизнес ( удаленно),ИП Online medics,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108375967?hhtmFrom=vacancy_search_list
1017,Специалист технической поддержки Битрикс24,ТОО IG Space,Опыт 1-3 года,200 000 – 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108391832?hhtmFrom=vacancy_search_list
1018,Full Stack Java Developer,ИП Graysar,Опыт 3-6 лет,1 000 000 – 1 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108640318?hhtmFrom=vacancy_search_list
1019,Системный администратор,ТОО PRO ASSISTANCE,Без опыта,до 110 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107569055?hhtmFrom=vacancy_search_list
1020,Специалист по информационной безопасности,КГП на ПХВ «Алматы паркинг» Управления городской мобильности города Алматы,Опыт 1-3 года,до 450 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108609096?hhtmFrom=vacancy_search_list
1021,Strong Middle front-end Vue3 разработчик,ТОО RM & COMPANY,Опыт 1-3 года,от 650 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108592151?hhtmFrom=vacancy_search_list
1022,Специалист технической поддержки,ТОО Султаниязов А.Ж. ( easyCRM ),Без опыта,от 150 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108749721?hhtmFrom=vacancy_search_list
1023,Помошник системного администратора,"ТОО OK Computer, ТОО",Опыт 1-3 года,200 000 – 250 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107860483?hhtmFrom=vacancy_search_list
1024,IT-специалист (Сервис-техник),ТОО ALMALIC.kz,Без опыта,240 000 – 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107295896?hhtmFrom=vacancy_search_list
1025,Инженер-программист,ТОО Technoguard (Техногард),Опыт 1-3 года,от 350 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108784788?hhtmFrom=vacancy_search_list
1026,Инженер по компьютерам,ТОО СК Держава Гарант,Опыт 1-3 года,250 000 – 350 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108102202?hhtmFrom=vacancy_search_list
1027,Lead QA Engineer,ТОО ТОР-МЕДИА,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108835959?hhtmFrom=vacancy_search_list
1028,C#/.NET-разработчик,ТОО Mplat,Опыт 1-3 года,от 800 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108432905?hhtmFrom=vacancy_search_list
1029,Middle/Senior QA Engineer,ТОО MyCar Group,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108452850?hhtmFrom=vacancy_search_list
1030,"Системный администратор, партнер",ИП MadRules,Опыт 1-3 года,200 000 – 250 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108448834?hhtmFrom=vacancy_search_list
1031,QA Mobile Engineer,ТОО Region LLC,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107614248?hhtmFrom=vacancy_search_list
1032,Gameplay Programmer (Roblox),ИП WEEKEND PROJECTS,Опыт 1-3 года,700 000 – 1 000 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108740952?hhtmFrom=vacancy_search_list
1033,Веб-разработчик,ИП MediaPeace,Опыт 3-6 лет,300 000 – 1 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107880805?hhtmFrom=vacancy_search_list
1034,ML-инженер (ML Engineer / Data Scientist),"GuardinAI, Inc",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108218587?hhtmFrom=vacancy_search_list
1035,Network Engineer,ТОО Richfit International,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108443749?hhtmFrom=vacancy_search_list
1036,Администратор информационных технологий,"Алматинский Завод Тяжелого Машиностроения, АО",Опыт 1-3 года,от 250 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108770103?hhtmFrom=vacancy_search_list
1037,Проектный менеджер IT,АО Казахстанский фонд гарантирования депозитов,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108749227?hhtmFrom=vacancy_search_list
1038,Специалист службы поддержки (S1/S2),ТОО DAR tech,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108804829?hhtmFrom=vacancy_search_list
1039,Специалист IT отдела,ТОО GORILLA ASIA (ГОРИЛЛА АЗИЯ),Опыт 1-3 года,до 370 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108156144?hhtmFrom=vacancy_search_list
1040,Senior QA Engineer,Super Dispatch (ООО Software Transport),Опыт 3-6 лет,2 000 – 3 400 $ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108407161?hhtmFrom=vacancy_search_list
1041,Системный администратор,ТОО Lanmaster.kz,Опыт 1-3 года,от 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108256178?hhtmFrom=vacancy_search_list
1042,Data Scientist,ТОО IT Space Apps,Опыт 1-3 года,от 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107653589?hhtmFrom=vacancy_search_list
1043,Системный администратор,ТОО Розан Азия,Опыт 3-6 лет,от 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108585781?hhtmFrom=vacancy_search_list
1044,Инженер-программист (Инженер АСУТП),ТОО VECTOR SOLUTIONS KZ,Опыт 3-6 лет,от 1 000 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108050097?hhtmFrom=vacancy_search_list
1045,IT-специалист,ТОО Lake Farm,Опыт 1-3 года,от 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108411599?hhtmFrom=vacancy_search_list
1046,FullStack Web - разработчик,ТОО Net Light Lab,Опыт 1-3 года,до 400 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108472572?hhtmFrom=vacancy_search_list
1047,IT-инженер,ТОО Begemot Almaty,Опыт 1-3 года,250 000 – 250 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108439848?hhtmFrom=vacancy_search_list
1048,Системный администратор,Учреждение Школа-интернат-колледж имени Сулеймана Демиреля,Опыт 1-3 года,300 000 – 400 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108311448?hhtmFrom=vacancy_search_list
1049,Руководитель отдела IT-инфраструктуры,ТОО EcoGenMedia,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107935966?hhtmFrom=vacancy_search_list
