Job Title;Company;Experience;Salary;Link
Руководитель отдела внедрения 1С;ТОО Первый БИТ;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106720945?hhtmFrom=vacancy_search_list
Sr QA (manual and auto);ООО Kanda CA;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/107947564?hhtmFrom=vacancy_search_list
PHP/Laravel Fullstack разработчик;ТОО Lead Partners;Опыт 1-3 года;до 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108227493?hhtmFrom=vacancy_search_list
IT Engineer;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106341937?hhtmFrom=vacancy_search_list
Программист 1С;ТОО Mercury Properties;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108123812?hhtmFrom=vacancy_search_list
Fullstack PHP Developer - Symfony;ТОО UNITED RESEARCH TECHNOLOGIES GROUP;"Опыт более 6&nbsp;лет";до 900 000 ₸ на руки;https://almaty.hh.kz/vacancy/108350597?hhtmFrom=vacancy_search_list
PHP-разработчик (bitrix/middle+);ТОО Abris Distribution Kazakhstan, Филиал Компании в Казахстане;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107916671?hhtmFrom=vacancy_search_list
Старший инженер в Сектор ИТ платформы;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108406022?hhtmFrom=vacancy_search_list
Главный эксперт Дирекция аналитики и телемаркетинга;Евразийский банк, АО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108390565?hhtmFrom=vacancy_search_list
Middle System Analyst;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108336271?hhtmFrom=vacancy_search_list
Методолог, Департамент защиты информационных систем;АО Jusan Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107326791?hhtmFrom=vacancy_search_list
Архитектор информационных систем отдела сопровождения информационных систем;Евразийский банк развития;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/107846141?hhtmFrom=vacancy_search_list
Старший эксперт Linux (Служба поддержки и развития платформ ЦОД);Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107930711?hhtmFrom=vacancy_search_list
Senior Business Analyst;ООО Kanda CA;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108177566?hhtmFrom=vacancy_search_list
Бизнес-аналитик;ТОО Lead Partners;Опыт 3-6 лет;400 000 – 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/107915514?hhtmFrom=vacancy_search_list
Специалистов службы поддержки пользователей (Входящая линия);Liene;Без опыта;от 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/108313301?hhtmFrom=vacancy_search_list
Архитектор Управления нереляционного хранилища данных;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108041129?hhtmFrom=vacancy_search_list
Эксперт внедрения DBSS;Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108160326?hhtmFrom=vacancy_search_list
Системный аналитик;ТОО Микрофинансовая организация ФРИДОМ ФИНАНС Кредит;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108275017?hhtmFrom=vacancy_search_list
3D HTML5 Playable Ads Developer;MY.GAMES;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107816354?hhtmFrom=vacancy_search_list
Старший специалист по поддержке систем и аналитике процессов;ТОО  KAZ MINERALS.AKTOGAY;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108458278?hhtmFrom=vacancy_search_list
Программист 1С ERP;АО Алель Агро;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107669251?hhtmFrom=vacancy_search_list
Программист 1С;ТОО МЦ ЭКО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107675422?hhtmFrom=vacancy_search_list
Full stack (middle) Developer (Laravel /React js, Vue js);ТОО Hyper Development;Опыт 3-6 лет;400 000 – 1 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/107639689?hhtmFrom=vacancy_search_list
Автор студенческих работ (IT, программирование);Студворк;Опыт 1-3 года;70 000 – 150 000 ₽ на руки;https://almaty.hh.kz/vacancy/102863128?hhtmFrom=vacancy_search_list
Разработчик БД MS SQL Server;ALSECO, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107863337?hhtmFrom=vacancy_search_list
Начинающий специалист по созданию голосовых и текстовых чат-ботов;Частная компания “Automated Communication Solutions Ltd.”;Без опыта;150 000 – 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/107733215?hhtmFrom=vacancy_search_list
Системный администратор АБИС;ТОО Микрофинансовая организация Азиатский Кредитный Фонд;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/104409632?hhtmFrom=vacancy_search_list
Специалист по нагрузочному тестированию / Performance Engineer;ООО Ре-Сим;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108315725?hhtmFrom=vacancy_search_list
Middle разработчик кредитного конвейера.;АО Микрофинансовая организация KMF(КМФ);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108389184?hhtmFrom=vacancy_search_list
Администратор систем биллинга;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108316346?hhtmFrom=vacancy_search_list
Программист 1С;ТОО Автопитер.кз;Опыт 1-3 года;от 480 000 ₸ на руки;https://almaty.hh.kz/vacancy/106813304?hhtmFrom=vacancy_search_list
Linux Support Engineer;RapidSeedbox ltd;Опыт 1-3 года;800 – 1 300 $ на руки;https://almaty.hh.kz/vacancy/107757488?hhtmFrom=vacancy_search_list
Инженер охраны труда и пожарной безопасности;ТОО Дирекция спортивных сооружений г.Алматы;Опыт 3-6 лет;286 000 – 286 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107975329?hhtmFrom=vacancy_search_list
Database Administrator;Andersen;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107769896?hhtmFrom=vacancy_search_list
Team Lead PHP Laravel SmartNation;ТОО Bilim Land (Bilim Media Group);Опыт 3-6 лет;от 900 000 ₸ на руки;https://almaty.hh.kz/vacancy/108674896?hhtmFrom=vacancy_search_list
Старший инженер в Сектор оптимизации радиосети;АО Kcell;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106850850?hhtmFrom=vacancy_search_list
Full-Stack/Front-End разработчик для разработки интерактивного конструктора кастомизации устройств;ТОО Trip Market Group;Опыт 1-3 года;200 000 – 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/108020471?hhtmFrom=vacancy_search_list
Senior Разработчик Golang;АО Микрофинансовая организация KMF(КМФ);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/103659939?hhtmFrom=vacancy_search_list
Android - разработчик;АО «Freedom Bank Kazakhstan»;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107297311?hhtmFrom=vacancy_search_list
PHP/Go Developer (Middle/Middle+);Частная компания “Automated Communication Solutions Ltd.”;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108042313?hhtmFrom=vacancy_search_list
Tech Lead / Architect;ТОО Фарэл Софтвейр Казахстан;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108179662?hhtmFrom=vacancy_search_list
Regional Field Service Senior Manager Asia Cluster;ТОО FLSmidth (ФЛСмидс);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108215563?hhtmFrom=vacancy_search_list
Продакт Разработчик Growth React/Node.js Full stack (Удаленно);LATOKEN;Опыт 3-6 лет;2 500 – 3 200 $ на руки;https://almaty.hh.kz/vacancy/106859875?hhtmFrom=vacancy_search_list
DevOps Engineer;ТОО INTERNET PORTAL NUR (IT-компания NUR.KZ);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108076398?hhtmFrom=vacancy_search_list
Senior IT Analyst;ТОО Филип Моррис Казахстан;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/106966726?hhtmFrom=vacancy_search_list
Middle/Senior DevSecOps инженер;Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107763628?hhtmFrom=vacancy_search_list
Flutter iOS/Android-разработчик;ТОО Аврора Холдинг;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107832397?hhtmFrom=vacancy_search_list
Системный администратор;ТОО TS Property Management;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107613722?hhtmFrom=vacancy_search_list
IT-менеджер;ТОО Коллекторское агентство ЭОС;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108237640?hhtmFrom=vacancy_search_list
Методолог ИБ;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/98129466?hhtmFrom=vacancy_search_list
Системный аналитик Creatio;ТОО Микрофинансовая организация Азиатский Кредитный Фонд;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107782448?hhtmFrom=vacancy_search_list
Программист-Консультант 1С (самописная конфигурация);ТехноНИКОЛЬ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107150009?hhtmFrom=vacancy_search_list
Senior/Middle DevOps инженер;ТОО Bilim Land (Bilim Media Group);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107028954?hhtmFrom=vacancy_search_list
Программист 1С;НГСК КазСтройСервис, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107138804?hhtmFrom=vacancy_search_list
Supervisor Business intelligence (FlyArystan Department);AIR ASTANA, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107600727?hhtmFrom=vacancy_search_list
Tech Lead (Senior Backend Developer - Java);ЧК ALIF ISLAMIC BANK LTD.;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108254285?hhtmFrom=vacancy_search_list
Senior DevOps;ТОО Halyk Finservice;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107675419?hhtmFrom=vacancy_search_list
Бизнес-аналитик;1С:Франчайзинг Ваниев;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108310067?hhtmFrom=vacancy_search_list
Fundraising Manager;Учреждение SDU University;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108446788?hhtmFrom=vacancy_search_list
Senior java разработчик;ТОО Magnum E-commerce Kazakhstan;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107698565?hhtmFrom=vacancy_search_list
Разработчик CRM Creatio;АО Жилищный строительный сберегательный банк Отбасы банк;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106679334?hhtmFrom=vacancy_search_list
Cloud Fulfillment Business Analyst;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107296682?hhtmFrom=vacancy_search_list
Архитектор ИТ инфраструктуры (Голосовые боты);ООО ИнтеллектДиалог;Опыт 3-6 лет;100 000 – 200 000 ₽ на руки;https://almaty.hh.kz/vacancy/108143936?hhtmFrom=vacancy_search_list
Tax Operational Data Specialist;ТОО EY (Ernst & Young);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107995899?hhtmFrom=vacancy_search_list
Business Analyst ERP (финансовый стрим);ТОО Неткрэкер Текнолоджи Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107871661?hhtmFrom=vacancy_search_list
1С разработчик;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107934894?hhtmFrom=vacancy_search_list
GO Developer (Middle+);Частная компания “Automated Communication Solutions Ltd.”;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107903089?hhtmFrom=vacancy_search_list
Fullstack разработчика (Next.js + Strapi or Django);Частная компания Akhter Studios Ltd.;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108065550?hhtmFrom=vacancy_search_list
Аналитик (финансовый департамент);ТОО Корпорация управления бизнесом (КУБ);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107861223?hhtmFrom=vacancy_search_list
Release Manager (Customer Assurance);ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108678748?hhtmFrom=vacancy_search_list
Консультант 1С (ERP и самописная конфигурация);ТехноНИКОЛЬ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107717341?hhtmFrom=vacancy_search_list
Middle QA Automation Engineer;ООО Ре-Сим;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107148620?hhtmFrom=vacancy_search_list
Lecturers at Business School (PhD& MA);Учреждение SDU University;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108233219?hhtmFrom=vacancy_search_list
Team Lead (vue js, в офис);ТОО NLS Kazakhstan;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108092353?hhtmFrom=vacancy_search_list
Разработчик CRM Creatio;ТОО Моторная компания Астана-Моторс;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108074132?hhtmFrom=vacancy_search_list
Старший инженер VAS платформ;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107610298?hhtmFrom=vacancy_search_list
Преподаватель курса Аналитика данных/Data analyst;ТОО JustCode;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107851854?hhtmFrom=vacancy_search_list
Senior Python developer;ООО Ре-Сим;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107200634?hhtmFrom=vacancy_search_list
Инженер-программист;ТОО Микрофинансовая организация Азиатский Кредитный Фонд;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107782470?hhtmFrom=vacancy_search_list
BI Developer;ТОО Autodoc Group (Автодок Казахстан);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107943510?hhtmFrom=vacancy_search_list
Backend Node.js Developer;Частная компания “Automated Communication Solutions Ltd.”;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107684008?hhtmFrom=vacancy_search_list
C# Продакт Разработчик Трейдинг (Удаленно);LATOKEN;Опыт 3-6 лет;150 000 – 300 000 ₽ на руки;https://almaty.hh.kz/vacancy/106834041?hhtmFrom=vacancy_search_list
Senior Java Developer, AWS;COMTEK Inc.;"Опыт более 6&nbsp;лет";5 000 – 6 000 $ до вычета налогов;https://almaty.hh.kz/vacancy/107751368?hhtmFrom=vacancy_search_list
PHP Developer;Andersen;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108398793?hhtmFrom=vacancy_search_list
Инженер направления IDM (Pre-Sale инженер);ТОО SUCCESS INITIATIVE GROUP(SIG);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/102847140?hhtmFrom=vacancy_search_list
Golang Developer;Andersen;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108305090?hhtmFrom=vacancy_search_list
DevOps инженер;ТОО G5EN KAZ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107833145?hhtmFrom=vacancy_search_list
Программист 1С;ТОО Центр Красоты и Здоровья НикОль;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106875711?hhtmFrom=vacancy_search_list
Эксперт Отдела эксплуатации IP сети (магистральная и сеть Metro Ethernet);Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107930565?hhtmFrom=vacancy_search_list
Senior python developer;ЧК ITS PARTNER LTD.;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108410948?hhtmFrom=vacancy_search_list
DevOps Engineer;Частная компания Global DTC Kazakhstan;Опыт 3-6 лет;от 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/107701498?hhtmFrom=vacancy_search_list
Ruby on Rails Senior Developer;Itransition;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/101804942?hhtmFrom=vacancy_search_list
Team Lead Frontend Vue.js (в офис);ТОО NLS Kazakhstan;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107522185?hhtmFrom=vacancy_search_list
Consultant (Microsoft Dynamics 365 Sales \ CRM);Itransition;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/97252797?hhtmFrom=vacancy_search_list
Ruby Developer;Andersen;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108433342?hhtmFrom=vacancy_search_list
Старший эксперт по развитию серверных платформ и облачных решений;Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107930680?hhtmFrom=vacancy_search_list
Моделист (разработка скор карт);Евразийский банк, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107979718?hhtmFrom=vacancy_search_list
Middle/Senior QA Testing automation specialist;ТОО QOMEK KAZAKHSTAN (КОМЕК КАЗАХСТАН);Опыт 1-3 года;от 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/108184802?hhtmFrom=vacancy_search_list
Аналитик;ТОО Коллекторское агентство Бустэр;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/104700656?hhtmFrom=vacancy_search_list
Senior Data Scientist;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106792167?hhtmFrom=vacancy_search_list
Senior Java Full Stack Engineer;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/104460120?hhtmFrom=vacancy_search_list
Senior DevOps инженер;ТОО One technologies;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108013227?hhtmFrom=vacancy_search_list
System analyst;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107752865?hhtmFrom=vacancy_search_list
Программист 1С;ТОО Сейф-ломбард;Опыт 3-6 лет;от 400 000 ₸ на руки;https://almaty.hh.kz/vacancy/107486530?hhtmFrom=vacancy_search_list
Senior Go Developer;ТОО One technologies;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108007802?hhtmFrom=vacancy_search_list
Director of Engineering;ТОО Playrix;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/92694381?hhtmFrom=vacancy_search_list
Специалист по анализу данных/ML инженер;ТОО  KAZ MINERALS.BOZSHAKOL;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107668817?hhtmFrom=vacancy_search_list
Senior Java Developer;Финансовый сервис О!Деньги (ОсОО Грин Телеком Сервис);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108162782?hhtmFrom=vacancy_search_list
Senior Engineering Manager;ТОО Playrix;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/106250529?hhtmFrom=vacancy_search_list
1С Разработчик (в офис);ТОО NLS Kazakhstan;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/102895029?hhtmFrom=vacancy_search_list
Senior Web Python Cloud Engineer;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108483448?hhtmFrom=vacancy_search_list
Специалист поддержки клиентов со знанием Таджикского языка;ТОО Telecontact;Без опыта;260 000 – 300 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108346813?hhtmFrom=vacancy_search_list
Аналитик по локализации и продукту (завод по производству автокомпонентов);ТОО Astana Motors Engineering;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107846894?hhtmFrom=vacancy_search_list
Java Developer (Middle/Senior);АО МФО ОнлайнКазФинанс (ТМ Solva);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107521793?hhtmFrom=vacancy_search_list
Business Analyst ERP;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106667248?hhtmFrom=vacancy_search_list
Pre-Sales Engineer;ТОО ХЕДТЕКНОЛОДЖИ ГРУП;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107864280?hhtmFrom=vacancy_search_list
Lead Full Stack Developer (Node.js+React);Andersen;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108523861?hhtmFrom=vacancy_search_list
Senior Machine Learning Engineer;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/104460595?hhtmFrom=vacancy_search_list
Senior Java Developer;ТОО ProsperPay;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107562337?hhtmFrom=vacancy_search_list
Senior Data Software Engineer (Big Data);ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106792187?hhtmFrom=vacancy_search_list
Ruby on Rails Middle Developer;Itransition;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/92896105?hhtmFrom=vacancy_search_list
Senior/Mid Cloud SRE;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106653830?hhtmFrom=vacancy_search_list
Специалист поддержки DCS;ТОО KAZ MINERALS.MANAGMENT;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108334484?hhtmFrom=vacancy_search_list
Java Sustaining Engineer (Java FX);ТОО БЭЛЛ ЛАБС (BELLSOFT);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107870963?hhtmFrom=vacancy_search_list
Бизнес-консультант SAP HCM уровня К1- первая линия поддержки, отдел технической поддержки SAP;АО АК Алтыналмас;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107505744?hhtmFrom=vacancy_search_list
Cloud Engineer;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/105478693?hhtmFrom=vacancy_search_list
Senior Cloud SRE;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/105478760?hhtmFrom=vacancy_search_list
Senior DevOps Engineer;Not specified;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107138401?hhtmFrom=vacancy_search_list
Senior QA Automation Engineer;ЧК ITS PARTNER LTD.;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108255036?hhtmFrom=vacancy_search_list
Главный специалист передачи данных промышленных сетей и DCS;ТОО  KAZ MINERALS.BOZSHAKOL;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108334543?hhtmFrom=vacancy_search_list
Senior/Mid DevOps Engineer;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106653716?hhtmFrom=vacancy_search_list
Cloud Platform Lead;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/105678207?hhtmFrom=vacancy_search_list
System Architect;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/105677859?hhtmFrom=vacancy_search_list
Web разработчик / Frontend-Разработчик;ИП Жансай;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108848939?hhtmFrom=vacancy_search_list
Frontend-разработчик;ТОО Qamqor Kazakhstan;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108775877?hhtmFrom=vacancy_search_list
Стажер-разработчик;ИП Әзімбаев;Без опыта;50 000 – 100 000 ₸ на руки;https://almaty.hh.kz/vacancy/107759001?hhtmFrom=vacancy_search_list
JavaScript/React разработчик;ТОО ALMA INFORM PRESS;Без опыта;300 000 – 500 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108687926?hhtmFrom=vacancy_search_list
Junior Frontend developer (React);ИП AT Logistics;Опыт 1-3 года;50 000 – 150 000 ₸ на руки;https://almaty.hh.kz/vacancy/108785575?hhtmFrom=vacancy_search_list
Инженер технической поддержки;ТОО Смарткам;Опыт 3-6 лет;от 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/107839450?hhtmFrom=vacancy_search_list
Web-программист - стажер;ТОО Autodata;Без опыта;Not specified;https://almaty.hh.kz/vacancy/108858682?hhtmFrom=vacancy_search_list
Junior Frontend Разработчик;ИП Левадний Сергей;Опыт 1-3 года;до 500 $ до вычета налогов;https://almaty.hh.kz/vacancy/108382300?hhtmFrom=vacancy_search_list
Аналитик данных;ТОО Центр информационных систем города Алматы;Опыт 3-6 лет;800 000 – 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108617541?hhtmFrom=vacancy_search_list
Младший системный аналитик/Junior System Analyst;ТОО TechWorks;Без опыта;Not specified;https://almaty.hh.kz/vacancy/107552807?hhtmFrom=vacancy_search_list
Инженер;Казтелепорт, АО;Без опыта;Not specified;https://almaty.hh.kz/vacancy/108312559?hhtmFrom=vacancy_search_list
Программист разработчик С# ASP.Net MVC;ИП Nursadi;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108585020?hhtmFrom=vacancy_search_list
Разработчик срм системы и ботов в телеграм;ИП Галцэн;Без опыта;250 000 – 350 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108655660?hhtmFrom=vacancy_search_list
Системный администратор;ТОО Центральный плавательный бассейн;Опыт 3-6 лет;от 340 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108492494?hhtmFrom=vacancy_search_list
Intern Java Developer;ТОО PanDev;Без опыта;Not specified;https://almaty.hh.kz/vacancy/107960731?hhtmFrom=vacancy_search_list
Помощник бухгалтера, Стажер бухгалтер-консультант по 1С;ТОО LC-Audit;Без опыта;100 000 – 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/107918213?hhtmFrom=vacancy_search_list
Backend-разработчик;ТОО FORYOU;Опыт 3-6 лет;300 000 – 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/108313853?hhtmFrom=vacancy_search_list
Junior Full Stack Developer (no-code / low-code);ООО Флайпика;Без опыта;от 600 $ до вычета налогов;https://almaty.hh.kz/vacancy/108750689?hhtmFrom=vacancy_search_list
Инженер-программист АСУ ТП;ТОО Zeinet&SSE;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108470344?hhtmFrom=vacancy_search_list
Технический специалист;ТОО AUDOO.QZ;Без опыта;до 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/108773001?hhtmFrom=vacancy_search_list
Системный администратор в Фитнес Клуб;ИП Насыров (UNIFLEX);Опыт 3-6 лет;140 000 – 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/107664844?hhtmFrom=vacancy_search_list
IT инженер;ФИЛИАЛ КОМПАНИИ TAV BİLİŞİM HİZMETLERİ ANONİМ ŞİRKETİ (ТАВ БИЛИШИМ ХИЗМЕТЛЕРИ АНОНИМ ШИРКЕТИ) В РЕСПУБЛИКЕ КАЗАХСТАН;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108591395?hhtmFrom=vacancy_search_list
